Value,Date,Type_id,Description
342544.02199999994,2020-04-10 00:00:00+02:00,2,No CO2 emission eq.
341670.044,2020-04-11 00:00:00+02:00,2,No CO2 emission eq.
372362.704,2020-04-12 00:00:00+02:00,2,No CO2 emission eq.
354179.74400000006,2020-04-13 00:00:00+02:00,2,No CO2 emission eq.
397443.76950000005,2020-04-14 00:00:00+02:00,2,No CO2 emission eq.
463374.484,2020-04-15 00:00:00+02:00,2,No CO2 emission eq.
492878.81250000006,2020-04-16 00:00:00+02:00,2,No CO2 emission eq.
457263.005,2020-04-17 00:00:00+02:00,2,No CO2 emission eq.
381232.7275,2020-04-18 00:00:00+02:00,2,No CO2 emission eq.
382035.7055,2020-04-19 00:00:00+02:00,2,No CO2 emission eq.
450139.684,2020-04-20 00:00:00+02:00,2,No CO2 emission eq.
494077.5035,2020-04-21 00:00:00+02:00,2,No CO2 emission eq.
483819.829,2020-04-22 00:00:00+02:00,2,No CO2 emission eq.
438434.72050000005,2020-04-23 00:00:00+02:00,2,No CO2 emission eq.
444459.4525000001,2020-04-24 00:00:00+02:00,2,No CO2 emission eq.
357166.17300000007,2020-04-25 00:00:00+02:00,2,No CO2 emission eq.
377582.206,2020-04-26 00:00:00+02:00,2,No CO2 emission eq.
440003.48399999994,2020-04-27 00:00:00+02:00,2,No CO2 emission eq.
495403.174,2020-04-28 00:00:00+02:00,2,No CO2 emission eq.
546484.402,2020-04-29 00:00:00+02:00,2,No CO2 emission eq.
568606.3404999999,2020-04-30 00:00:00+02:00,2,No CO2 emission eq.
529347.497,2020-05-01 00:00:00+02:00,2,No CO2 emission eq.
452451.17000000004,2020-05-02 00:00:00+02:00,2,No CO2 emission eq.
350207.4665,2020-05-03 00:00:00+02:00,2,No CO2 emission eq.
497472.36399999994,2020-05-04 00:00:00+02:00,2,No CO2 emission eq.
439057.839,2020-05-05 00:00:00+02:00,2,No CO2 emission eq.
398619.5974999999,2020-05-06 00:00:00+02:00,2,No CO2 emission eq.
451353.4865,2020-05-07 00:00:00+02:00,2,No CO2 emission eq.
424148.4305,2020-05-08 00:00:00+02:00,2,No CO2 emission eq.
375521.3559999999,2020-05-09 00:00:00+02:00,2,No CO2 emission eq.
404125.6485,2020-05-10 00:00:00+02:00,2,No CO2 emission eq.
451022.5065,2020-05-11 00:00:00+02:00,2,No CO2 emission eq.
372166.5245,2020-05-12 00:00:00+02:00,2,No CO2 emission eq.
370878.3025,2020-05-13 00:00:00+02:00,2,No CO2 emission eq.
403823.7445,2020-05-14 00:00:00+02:00,2,No CO2 emission eq.
444578.00049999997,2020-05-15 00:00:00+02:00,2,No CO2 emission eq.
457594.8345,2020-05-16 00:00:00+02:00,2,No CO2 emission eq.
390206.764,2020-05-17 00:00:00+02:00,2,No CO2 emission eq.
396109.02100000007,2020-05-18 00:00:00+02:00,2,No CO2 emission eq.
395366.319,2020-05-19 00:00:00+02:00,2,No CO2 emission eq.
353426.947,2020-05-20 00:00:00+02:00,2,No CO2 emission eq.
353920.22900000005,2020-05-21 00:00:00+02:00,2,No CO2 emission eq.
359884.8405,2020-05-22 00:00:00+02:00,2,No CO2 emission eq.
424367.28300000005,2020-05-23 00:00:00+02:00,2,No CO2 emission eq.
429378.152,2020-05-24 00:00:00+02:00,2,No CO2 emission eq.
426392.41949999996,2020-05-25 00:00:00+02:00,2,No CO2 emission eq.
465675.961,2020-05-26 00:00:00+02:00,2,No CO2 emission eq.
443229.5395000001,2020-05-27 00:00:00+02:00,2,No CO2 emission eq.
409343.6325,2020-05-28 00:00:00+02:00,2,No CO2 emission eq.
378739.01399999997,2020-05-29 00:00:00+02:00,2,No CO2 emission eq.
370176.919,2020-05-30 00:00:00+02:00,2,No CO2 emission eq.
324436.01149999996,2020-05-31 00:00:00+02:00,2,No CO2 emission eq.
324871.40700000006,2020-06-01 00:00:00+02:00,2,No CO2 emission eq.
330913.587,2020-06-02 00:00:00+02:00,2,No CO2 emission eq.
368826.6,2020-06-03 00:00:00+02:00,2,No CO2 emission eq.
470808.42049999995,2020-06-04 00:00:00+02:00,2,No CO2 emission eq.
